financ	440	285
late	440	280
recent	440	356
north	437	218
remain	437	341
give	432	352
agreement	429	216
east	427	208
number	427	304
board	426	238
cent	423	87
earlier	423	343
power	420	262
death	418	254
look	418	312
believ	416	335
deci	416	263
student	415	136
gorbachev	414	95
attack	413	226
tax	412	127
receiv	411	302
head	409	328
john	409	296
night	409	287
ago	407	327
prison	407	170
statement	407	277
earli	406	330
washington	406	276
man	404	264
associ	403	304
judg	403	194
oil	402	124
claim	401	244
organ	401	272
job	400	212
mile	400	268
yearold	398	312
know	397	298
consid	394	314
black	393	172
director	392	284
republican	392	187
see	389	308
ad	388	307
children	388	190
condit	384	304
name	384	281
came	383	331
hour	382	284
high	381	277
sunday	378	244
die	377	260
put	376	306
arrest	375	186
cau	375	277
hospit	374	183
polici	373	234
commun	370	263
question	370	239
run	369	268
center	367	241
hope	366	289
build	365	224
provid	364	279
cost	361	233
pay	358	246
base	357	253
critic	357	261
futur	357	193
face	356	287
requir	356	237
corp	355	210
long	355	280
appear	354	292
declin	354	259
negoti	354	190
univ	354	219
cut	352	218
place	352	277
march	351	255
total	351	251
rose	350	188
chairman	349	265
start	348	277
sign	347	242
sen	345	198
test	345	142
left	344	283
manag	343	238
involv	342	259
agr	341	275
execut	341	229
held	340	263
develop	339	240
higher	339	198
armi	337	163
import	336	238
result	336	256
six	334	267
demand	333	233
inc	332	217
inform	329	226
leav	325	244
past	324	275
second	324	259
approv	321	211
contract	319	136
german	319	99
trial	319	144
effort	317	254
possibl	317	269
troop	317	147
want	316	253
district	314	218
life	314	218
hold	312	248
person	312	232
women	312	154
estim	311	217
protest	311	160
saturday	311	217
april	310	223
economi	310	174
newspap	310	191
rai	310	244
budget	309	126
exchang	309	204
plant	309	113
lead	308	251
secretari	308	227
co	307	217
file	306	178
street	306	215
thing	306	245
concern	305	245
deal	305	201
america	304	193
iraq	303	82
central	302	189
communist	302	138
germani	302	108
vice	302	200
repr	301	244
sourc	301	163
carri	300	249
peac	300	173
men	298	199
car	295	150
robert	295	212
action	294	218
refu	294	234
turn	293	246
arm	292	200
keep	291	235
begin	290	239
lower	290	155
fund	289	177
got	289	217
confer	288	188
posit	287	216
accu	286	211
food	286	141
press	286	226
reach	285	236
studi	284	138
ms	283	115
averag	282	178
televi	282	186
top	282	216
independ	281	181
analyst	279	164
hear	278	186
line	278	217
counti	277	171
effect	277	212
schedul	277	222
capit	276	202
june	276	196
fight	275	206
interview	275	213
protect	275	181
legisl	274	144
measur	274	178
differ	273	220
littl	273	220
indic	272	220
respon	272	226
seek	271	220
side	271	186
presidenti	268	165
california	266	159
discuss	266	199
health	266	167
th	263	186
act	262	196
water	262	106
comment	261	209
fail	261	205
human	261	165
im	261	187
plane	261	104
taken	261	219
visit	261	173
away	260	214
gain	260	187
candid	259	140
opposit	259	150
produc	259	188
spend	259	156
went	259	221
research	258	138
far	257	226
note	257	195
eastern	255	126
jackson	255	58
juli	255	170
fell	254	162
labor	254	135
privat	253	184
sell	252	180
stop	252	206
appeal	250	157
sentenc	250	121
shot	250	157
damag	248	158
israel	247	70
fall	246	206
alleg	244	165
form	244	190
local	244	179
william	244	167
europ	243	143
georg	242	187
relat	242	184
strike	242	102
serv	241	186
council	240	139
drop	240	183
wife	240	157
assist	239	185
big	239	189
larg	239	207
commiss	238	147
soldier	237	118
activ	235	187
buy	234	171
convict	234	131
level	234	174
region	234	170
train	234	117
immedi	233	202
victim	233	134
account	232	170
play	232	145
institut	231	150
rep	231	127
term	231	190
addit	230	208
justic	230	124
largest	230	192
mark	230	175
previou	230	196
known	229	200
land	229	148
outsid	229	192
town	229	134
airlin	228	81
decid	228	187
flight	228	111
thousand	228	175
bond	227	90
jame	227	193
project	227	129
valu	227	168
medic	226	132
san	226	134
southern	226	144
violat	226	138
africa	224	74
didnt	224	190
hand	223	188
nomin	223	108
lost	221	178
bodi	220	140
reduc	220	166
suggest	220	161
morn	219	165
mean	218	181
figur	217	175
follow	217	186
rebel	217	82
small	217	188
lawyer	216	123
index	215	89
list	215	157
texa	215	124
comput	214	84
london	214	116
seven	214	177
attempt	213	177
farmer	213	72
invest	212	129
care	211	134
bring	210	176
current	210	176
half	210	174
prime	210	132
reason	210	181
resid	210	153
step	210	177
deleg	209	86
free	209	165
radio	209	134
session	209	154
improv	208	164
michael	208	170
sent	208	179
western	208	151
franc	207	107
gave	207	185
eight	206	166
met	206	167
station	206	133
bid	205	89
demonstr	205	112
reform	205	103
request	205	157
travel	205	129
republ	204	89
warn	204	147
win	204	148
won	204	150
environ	203	92
strong	203	173
conserv	202	117
great	202	164
murder	202	113
iraqi	201	62
limit	201	162
creat	200	175
special	200	155
annual	198	160
led	198	173
main	198	158
third	198	163
best	197	157
church	197	88
ship	197	80
accept	196	155
crime	196	107
prepar	196	168
parent	195	113
seriou	195	173
arriv	194	156
compar	194	138
firm	194	122
lot	194	171
attend	193	141
de	193	102
kuwait	193	75
real	193	154
regul	193	95
deni	192	158
rise	192	131
telephon	192	162
tell	192	154
front	191	125
hit	191	149
loss	191	134
yen	191	39
feel	190	160
legal	190	138
loan	190	89
save	190	125
son	190	127
suppli	190	128
weapon	190	112
accid	189	85
pass	189	144
social	189	120
british	188	129
clear	188	161
moscow	188	92
present	188	156
store	187	86
conduct	186	159
join	186	150
wound	186	111
convent	185	85
incom	185	94
remov	184	139
complet	183	160
earn	183	110
hundr	183	153
perform	183	137
speak	183	154
speech	183	119
educ	182	107
publish	182	121
better	181	146
letter	181	121
senior	181	153
deficit	180	78
wall	180	130
ground	179	144
park	179	108
period	179	142
process	179	131
final	178	148
governor	178	96
quot	178	128
stand	178	152
richard	177	151
design	176	149
direct	176	157
iran	176	56
suffer	176	147
advanc	175	137
book	175	92
isra	175	53
poll	175	65
sold	175	130
space	175	77
woman	175	116
count	174	117
custom	174	90
pound	174	99
view	174	145
evid	173	136
injur	173	113
northern	173	100
situat	173	142
agricultur	172	79
done	172	142
gold	172	60
happen	172	146
pilot	172	59
award	171	71
deputi	171	139
european	171	105
race	171	97
seen	171	148
survey	171	80
thought	171	138
civil	170	119
document	170	88
investor	170	106
emerg	169	121
guard	169	106
movement	169	116
young	169	124
amount	168	139
farm	168	72
island	168	88
mother	168	97
st	168	116
anonym	167	143
bomb	167	76
corpor	167	105
suprem	167	102
violenc	167	106
african	166	65
airport	166	95
drive	166	127
identifi	166	144
let	166	140
post	166	130
old	165	129
ban	164	106
despit	164	153
friend	164	127
launch	164	102
primari	164	82
date	163	136
gulf	163	84
paid	163	123
promi	163	130
reserv	163	115
saudi	163	47
broadcast	162	90
team	162	87
film	161	63
fair	160	74
brought	159	142
consum	159	103
defend	159	109
fear	159	127
shoot	159	93
societi	159	105
detail	158	143
equip	158	109
express	158	135
lo	158	105
oppo	158	127
panel	158	90
review	158	115
safeti	158	85
summer	158	110
full	157	131
summit	157	62
trust	157	75
angel	156	105
challeng	156	118
constitut	156	79
navi	156	67
profit	156	107
resign	156	94
voter	156	88
cover	155	126
determin	155	134
diplomat	155	84
januari	155	117
pressur	155	126
prosecutor	155	85
abl	154	137
cash	154	103
command	154	95
declar	154	125
favor	154	131
network	154	70
reject	154	120
china	153	54
commit	153	119
electr	153	97
novemb	153	114
rang	153	142
realli	153	129
agent	152	88
benefit	152	96
contribut	152	104
cooper	152	116
decemb	152	124
export	152	85
threat	152	102
appar	151	135
matter	151	123
hostag	150	62
initi	150	127
jail	150	91
aug	149	114
contra	149	36
quarter	149	78
grant	148	108
middl	148	114
minut	148	122
spent	148	128
suspect	148	86
arab	147	58
august	147	120
border	147	91
juri	147	85
stay	147	126
age	146	109
david	146	127
debt	146	76
describ	146	133
jr	146	126
chicago	145	96
grow	145	117
oct	145	128
palestinian	145	36
ralli	145	95
colleg	144	85
doctor	144	79
engin	144	91
establish	144	125
heart	144	87
ii	144	105
ill	144	106
standard	144	96
ton	144	63
urg	144	122
walk	144	117
avail	143	117
citizen	143	92
french	143	82
inflat	143	86
maintain	143	129
mayor	143	63
role	143	111
septemb	143	117
trip	143	83
coast	142	78
king	142	68
panama	142	43
secret	142	91
staff	142	108
cant	141	124
doesnt	141	123
insur	141	63
key	141	122
kind	141	126
nuclear	141	62
push	141	127
spoke	141	123
baker	140	48
britain	140	95
crimin	140	96
februari	140	108
histori	140	112
ministri	140	90
popul	140	86
separ	140	123
wit	140	93
collect	139	94
common	139	113
practic	139	115
read	139	105
replac	139	110
respond	139	116
river	139	65
success	139	126
word	139	105
light	138	107
paul	138	107
threaten	138	107
daili	137	104
pm	137	105
prevent	137	124
testifi	137	82
affect	136	105
break	136	107
debat	136	93
disput	136	99
energi	136	65
illeg	136	91
pentagon	136	59
chanc	135	117
disea	135	66
embassi	135	62
jone	135	87
liber	135	96
octob	135	89
send	135	105
nine	134	121
nov	134	94
purcha	134	95
site	134	80
aircraft	133	71
dec	133	100
delay	133	107
enforc	133	84
guilti	133	91
indict	133	65
occur	133	119
spokeswoman	133	117
advi	132	101
affair	132	117
asset	132	71
blame	132	117
block	132	102
gov	132	95
jan	132	110
mission	132	73
red	132	89
road	132	96
star	132	82
alli	131	82
art	131	53
dealer	131	74
exist	131	107
game	131	59
lose	131	104
manufactur	131	92
missil	131	54
refer	131	112
soon	131	120
watch	131	105
crowd	130	100
enter	130	113
fact	130	119
field	130	93
growth	130	90
mexico	130	62
settlement	130	67
contain	129	102
ga	129	85
minor	129	84
transport	129	89
treati	129	61
answer	128	104
degr	128	78
estat	128	69
patient	128	56
commerci	127	89
dozen	127	114
facil	127	83
permit	127	100
properti	127	79
address	126	96
contend	126	102
crash	126	76
lawsuit	126	68
paper	126	87
rel	126	113
un	126	56
contact	125	92
dead	125	97
fine	125	87
hotel	125	71
incid	125	93
lawmak	125	79
room	125	100
season	125	81
suit	125	71
passeng	124	64
poor	124	93
burn	123	81
civilian	123	88
crisi	123	89
idea	123	96
materi	123	87
messag	123	92
music	123	57
particip	123	95
saw	123	103
sept	123	98
seri	123	97
tie	123	90
child	122	79
credit	122	88
gun	122	84
wrote	122	91
brief	121	102
economist	121	61
heat	121	72
potenti	121	113
seat	121	82
biggest	120	99
search	120	91
stage	120	83
sure	120	104
volum	120	83
apart	119	82
battl	119	99
club	119	54
decad	119	103
expen	119	94
heavi	119	92
joint	119	79
korea	119	33
testimoni	119	63
bar	118	97
brother	118	83
cathol	118	66
fbi	118	38
feet	118	72
guerrilla	118	51
hard	118	109
packag	118	73
payment	118	63
recommend	118	78
stori	118	93
teacher	118	56
cour	117	98
individu	117	92
latest	117	102
learn	117	87
rain	117	51
tape	117	45
ticket	117	61
wait	117	102
weather	117	72
weve	117	90
m	116	87
movi	116	63
natur	116	97
origin	116	101
cross	115	82
difficult	115	99
door	115	92
ohio	115	76
progress	115	88
sought	115	100
amend	114	59
danger	114	99
daughter	114	73
kennedi	114	48
popular	114	85
rest	114	102
theyr	114	91
tokyo	114	72
bu	113	41
event	113	99
fiscal	113	65
handl	113	96
love	113	81
treatment	113	74
florida	112	68
forecast	112	63
freedom	112	87
injuri	112	92
smith	112	54
treasuri	112	61
crew	111	73
fitzwat	111	39
fli	111	84
pick	111	95
cocain	110	39
entir	110	100
grand	110	67
jewish	110	39
magazin	110	63
retir	110	95
boy	109	59
broke	109	93
cite	109	93
divi	109	83
dr	109	77
due	109	101
father	109	83
fuel	109	72
headquart	109	84
impo	109	91
low	109	87
owner	109	84
readi	109	88
signif	109	94
troubl	109	95
worth	109	82
assembl	108	60
coupl	108	84
immigr	108	46
reflect	108	94
target	108	86
territori	108	59
treat	108	81
withdraw	108	65
avoid	107	94
destroy	107	83
distribut	107	82
husband	107	73
parliament	107	68
resolut	107	53
wide	107	97
abu	106	73
bob	106	95
calif	106	79
christian	106	59
domest	106	72
editor	106	63
noriega	106	22
villag	106	55
wind	106	53
class	105	70
confirm	105	90
expert	105	83
predict	105	93
singl	105	89
thoma	105	88
trader	105	62
acknowledg	104	100
desert	104	51
floor	104	79
leadership	104	83
nationwid	104	93
reduct	104	83
settl	104	76
specif	104	93
wage	104	76
afternoon	103	90
approach	103	91
girl	103	58
lack	103	94
restrict	103	74
adopt	102	71
short	102	89
bad	101	87
dow	101	66
insid	101	82
massachusett	101	71
neighbor	101	84
spread	101	81
tank	101	56
b	100	54
explo	100	54
francisco	100	71
gather	100	86
round	100	74
vehicl	100	64
activist	99	66
indian	99	50
ive	99	79
normal	99	84
shop	99	74
victori	99	79
vietnam	99	40
worri	99	84
acr	98	52
arabia	98	43
boston	98	64
feb	98	83
inva	98	70
korean	98	32
longer	98	93
media	98	79
mee	98	24
moslem	98	44
plea	98	78
risk	98	85
scientist	98	48
blood	97	56
charl	97	84
democraci	97	64
frank	97	79
inch	97	43
necessari	97	80
nicaragua	97	38
tradit	97	81
wast	97	38
weekend	97	84
consult	96	68
find	96	81
object	96	89
revenu	96	59
rock	96	68
shortli	96	94
smoke	96	39
truck	96	57
abort	95	21
actual	95	86
anim	95	43
appli	95	76
built	95	77
complain	95	88
construct	95	71
homeless	95	35
link	95	82
nbc	95	30
northwest	95	59
pictur	95	59
shuttl	95	27
soybean	95	24
surviv	95	72
attent	94	84
camp	94	54
chemic	94	49
focu	94	84
intend	94	89
j	94	81
joseph	94	65
jump	94	72
mikhail	94	90
motor	94	53
opportun	94	81
sandinista	94	27
sever	94	86
temperatur	94	40
tv	94	61
wont	94	85
argu	93	79
assault	93	64
currenc	93	54
disclo	93	72
hurt	93	78
introduc	93	72
plead	93	68
promot	93	69
sanction	93	40
tree	93	56
understand	93	84
write	93	67
check	92	76
dole	92	34
encourag	92	86
even	92	75
experi	92	70
failur	92	75
kept	92	84
ounc	92	33
bushel	91	18
corn	91	31
locat	91	81
monitor	91	72
occupi	91	60
safe	91	71
subject	91	83
acquir	90	70
finish	90	75
hill	90	71
mandela	90	16
mass	90	67
observ	90	79
pacif	90	53
penalti	90	59
refug	90	49
terrorist	90	43
transfer	90	66
admit	89	79
fraud	89	56
gasolin	89	46
gen	89	70
helicopt	89	52
pari	89	49
remark	89	81
resourc	89	75
restor	89	66
unchang	89	59
bentsen	88	22
cb	88	26
commerc	88	71
knew	88	76
provi	88	62
slow	88	77
specul	88	73
aim	87	82
cabinet	87	56
coalit	87	60
deliv	87	75
driver	87	45
expand	87	76
extend	87	77
fourth	87	65
heard	87	84
impact	87	74
influenc	87	73
mind	87	77
quickli	87	77
valley	87	45
written	87	75
ahead	86	77
connect	86	76
fee	86	47
forward	86	78
iranian	86	29
jet	86	58
la	86	59
provinc	86	59
rural	86	45
signal	86	63
slightli	86	73
takeov	86	51
abc	85	32
arrang	85	73
choic	85	57
fish	85	40
leftist	85	63
opinion	85	64
rank	85	68
recov	85	73
spring	85	73
access	84	69
ambassador	84	47
crop	84	47
examin	84	66
gop	84	56
memori	84	59
obtain	84	74
pope	84	16
professor	84	61
subcommitt	84	49
appoint	83	70
data	83	55
depend	83	67
india	83	36
lift	83	65
persian	83	61
prove	83	77
saddam	83	34
struggl	83	70
surpri	83	77
wasnt	83	75
assur	82	73
boat	82	44
competit	82	71
felt	82	64
flood	82	32
hire	82	62
huge	82	72
nearbi	82	76
sound	82	69
tour	82	63
way	82	72
aboard	81	57
cuban	81	25
draft	81	49
elimin	81	61
fill	81	74
martin	81	57
recess	81	42
resist	81	71
retail	81	37
select	81	75
sharpli	81	72
structur	81	58
technolog	81	55
yield	81	49
basi	80	67
chine	80	38
earth	80	38
edward	80	73
italian	80	60
ran	80	73
sea	80	58
sit	80	72
babi	79	41
c	79	75
cancer	79	41
centuri	79	64
correct	79	56
devic	79	47
formal	79	72
greater	79	69
iii	79	73
illinoi	79	46
lake	79	37
lt	79	65
mine	79	36
oppon	79	63
pledg	79	66
respect	79	72
strength	79	64
turkey	79	28
columbia	78	37
goal	78	66
miss	78	58
pact	78	48
personnel	78	63
pull	78	75
quit	78	70
virginia	78	45
virtual	78	73
actor	77	43
atlanta	77	55
captur	77	65
duti	77	62
highest	77	64
l	77	72
partner	77	53
roman	77	60
set	77	67
theater	77	32
wouldnt	77	69
yard	77	52
brown	76	44
celebr	76	56
chrysler	76	13
complaint	76	60
gallon	76	39
gone	76	69
insist	76	70
intent	76	71
miami	76	45
nasa	76	21
religi	76	49
tass	76	32
wrong	76	68
argument	75	58
basic	75	66
bought	75	62
canada	75	57
conflict	75	60
danc	75	30
doubt	75	65
factori	75	54
guarant	75	63
loui	75	54
regist	75	62
resolv	75	64
voic	75	68
berlin	74	29
complex	74	65
defeat	74	63
draw	74	56
everybodi	74	68
ford	74	39
mecham	74	5
born	73	59
collap	73	57
contractor	73	32
dismiss	73	54
e	73	66
fatal	73	47
jim	73	69
johnson	73	44
peter	73	62
philippin	73	29
recal	73	62
thompson	73	23
barrel	72	40
beach	72	40
boost	72	63
confid	72	63
deliveri	72	42
ea	72	63
foot	72	61
goe	72	67
machin	72	60
mountain	72	56
percentag	72	55
photograph	72	42
platform	72	29
prompt	72	68
r	72	67
section	72	56
suspend	72	58
tabl	72	55
weak	72	58
welcom	72	64
bureau	71	45
england	71	49
forest	71	35
henri	71	55
lebanon	71	29
marin	71	43
regard	71	64
relationship	71	55
scene	71	56
shift	71	57
strateg	71	45
thatcher	71	21
bishop	70	21
canadian	70	43
carrier	70	52
climb	70	59
cuba	70	26
eventu	70	65
fled	70	61
graduat	70	39
grain	70	29
nato	70	22
recogn	70	62
rival	70	60
subsidiari	70	56
beat	69	54
carolina	69	45
d	69	56
dress	69	34
drought	69	28
factor	69	58
lie	69	57
museum	69	25
obviou	69	64
pretti	69	61
restaur	69	48
riot	69	46
sponsor	69	60
storm	69	39
swiss	69	41
technic	69	57
ballot	68	41
cancel	68	53
combat	68	52
houston	68	40
journalist	68	51
kid	68	55
neighborhood	68	52
notic	68	55
piec	68	54
prospect	68	59
racial	68	45
repeat	68	62
snow	68	18
unabl	68	64
christma	67	37
crude	67	31
directli	67	61
guy	67	54
highway	67	44
jew	67	31
mail	67	47
port	67	58
size	67	56
squar	67	41
statu	67	49
substanti	67	59
traffic	67	42
troy	67	28
veteran	67	45
viru	67	19
bankruptci	66	34
bargain	66	44
cloth	66	38
downtown	66	48
dump	66	38
god	66	50
humphrey	66	17
mph	66	31
quayl	66	25
rescu	66	45
smaller	66	59
southwest	66	50
sport	66	35
spot	66	58
twice	66	63
winter	66	48
band	65	38
blue	65	54
career	65	50
clean	65	52
cultur	65	44
detain	65	39
domin	65	59
isnt	65	56
legislatur	65	45
pollut	65	27
procedur	65	57
resum	65	59
speaker	65	47
task	65	52
util	65	37
attract	64	53
behalf	64	49
box	64	39
clearli	64	58
compromi	64	41
contin	64	24
cook	64	34
disast	64	42
eye	64	54
featur	64	53
h	64	57
honor	64	50
hussein	64	40
interior	64	40
item	64	55
jersey	64	42
mention	64	58
merger	64	34
salari	64	33
stake	64	44
warrant	64	43
wave	64	57
appropri	63	47
barri	63	16
ceremoni	63	49
composit	63	49
conclud	63	60
copi	63	48
davi	63	25
deploy	63	44
discov	63	55
donat	63	34
explain	63	55
foundat	63	43
innoc	63	49
model	63	47
oust	63	53
poland	63	28
rout	63	52
surgeri	63	33
wood	63	33
abil	62	54
buyout	62	30
couldnt	62	57
dc	62	43
deadlin	62	40
donald	62	46
earthquak	62	23
freed	62	41
instal	62	50
jack	62	58
larger	62	57
mount	62	54
simpli	62	58
submit	62	55
abandon	61	55
acquisit	61	41
counsel	61	46
drink	61	35
f	61	53
hot	61	47
immun	61	29
lee	61	46
northeast	61	52
prize	61	38
proceed	61	55
qualiti	61	46
radic	61	37
sector	61	47
singer	61	36
speed	61	40
steel	61	28
track	61	53
unemploy	61	46
wine	61	12
wing	61	37
bear	60	46
clash	60	47
halt	60	56
inmat	60	25
patrol	60	47
pend	60	53
plo	60	14
prosecut	60	46
seiz	60	51
shamir	60	15
terror	60	40
walter	60	41
wheat	60	29
widespread	60	57
winner	60	48
worst	60	53
adverti	59	40
audienc	59	48
auto	59	39
awar	59	51
boe	59	30
cold	59	45
coup	59	31
dan	59	53
electron	59	38
fed	59	30
fifth	59	52
firefight	59	27
net	59	39
presenc	59	50
scienc	59	43
sexual	59	33
socialist	59	33
strip	59	42
temporari	59	46
youth	59	43
atlant	58	44
bird	58	25
card	58	38
certainli	58	54
chamber	58	45
combin	58	53
detroit	58	35
dog	58	32
doubl	58	55
drexel	58	11
epa	58	14
invit	58	48
milken	58	7
profess	58	48
punish	58	44
repeatedli	58	53
restructur	58	37
sharehold	58	36
stephen	58	47
struck	58	49
transact	58	36
true	58	50
type	58	58
accord	57	39
conspiraci	57	38
essenti	57	53
evacu	57	36
exerci	57	45
exil	57	41
extrem	57	55
fulli	57	52
infect	57	17
moment	57	56
perman	57	49
santa	57	30
spain	57	26
teach	57	38
tension	57	47
vessel	57	28
veto	57	36
abroad	56	40
academi	56	33
aggress	56	49
allegedli	56	52
anderson	56	27
aoun	56	6
bridg	56	33
commod	56	34
ec	56	10
edg	56	51
escap	56	49
hong	56	35
implement	56	44
mississippi	56	38
page	56	43
purpo	56	48
revolut	56	40
rocket	56	25
silver	56	40
solidar	56	21
stem	56	55
surround	56	51
ten	56	53
tough	56	50
version	56	48
articl	55	36
contest	55	38
ensur	55	53
entertain	55	36
heavili	55	53
hijack	55	12
kidnap	55	32
metal	55	44
option	55	46
politician	55	46
rev	55	41
roll	55	46
strengthen	55	43
alcohol	54	36
altern	54	44
anniversari	54	44
apartheid	54	27
beirut	54	19
broker	54	35
buyer	54	45
cell	54	22
circuit	54	45
conver	54	34
fighter	54	35
harri	54	45
intellig	54	36
ir	54	12
kansa	54	46
laboratori	54	42
languag	54	33
margin	54	39
offen	54	43
pose	54	47
quak	54	12
tactic	54	46
transit	54	42
andrew	53	32
artist	53	31
ceasefir	53	29
convinc	53	48
detect	53	45
elector	53	26
error	53	41
fort	53	38
hall	53	40
itali	53	43
journal	53	40
keat	53	7
kong	53	35
medicin	53	40
mistak	53	41
modern	53	42
motiv	53	50
neg	53	41
permiss	53	41
relief	53	36
simon	53	33
tent	53	42
tom	53	46
trend	53	43
unusu	53	50
wear	53	39
wish	53	48
wright	53	20
adult	52	38
applic	52	36
bit	52	46
caught	52	46
cigarett	52	20
el	52	36
endor	52	45
equal	52	43
ethnic	52	34
explor	52	33
haiti	52	12
holiday	52	38
inventori	52	27
listen	52	51
lock	52	45
match	52	41
method	52	41
milit	52	26
moder	52	42
nyse	52	41
olymp	52	13
paint	52	32
sister	52	42
statist	52	36
stood	52	46
stress	52	49
teenag	52	40
upri	52	33
writer	52	38
arthur	51	34
chain	51	32
condemn	51	44
deep	51	46
egypt	51	29
fast	51	38
frequent	51	49
gaza	51	22
global	51	31
histor	51	43
jess	51	42
lithuania	51	22
mitchel	51	25
moral	51	36
plung	51	42
prioriti	51	47
rare	51	43
renew	51	48
russian	51	36
satellit	51	22
shout	51	33
shown	51	48
stabil	51	39
vacat	51	36
van	51	32
vatican	51	16
amid	50	47
assign	50	37
attribut	50	48
compen	50	34
english	50	36
ethic	50	31
gang	50	25
hair	50	30
inspect	50	23
manhattan	50	42
mari	50	42
marshal	50	36
mortgag	50	21
nur	50	24
philadelphia	50	38
plain	50	35
player	50	33
politburo	50	15
prai	50	45
song	50	36
thrift	50	14
weekli	50	50
wilson	50	22
chip	49	30
colleagu	49	46
creditor	49	17
fellow	49	43
fla	49	40
havent	49	46
lincoln	49	19
nazi	49	23
nj	49	40
ny	49	38
partnership	49	31
portion	49	45
pursu	49	45
regim	49	37
rent	49	35
robertson	49	13
sharp	49	47
shipment	49	25
shortag	49	38
shut	49	39
solut	49	42
sort	49	45
southeast	49	45
split	49	44
urban	49	36
use	49	44
absolut	48	46
ap	48	26
arizona	48	32
assassin	48	32
aviat	48	27
balanc	48	42
cabl	48	22
charact	48	41
drove	48	42
flew	48	44
garden	48	33
green	48	35
imag	48	38
islam	48	26
leagu	48	33
monthli	48	44
premier	48	25
probe	48	33
reaction	48	46
souter	48	4
subsidi	48	19
user	48	24
w	48	45
worldwid	48	44
achiev	47	44
advoc	47	41
alabama	47	30
alan	47	45
att	47	17
baghdad	47	20
chamorro	47	10
col	47	34
color	47	36
daniel	47	39
expir	47	39
exten	47	42
flag	47	23
giant	47	41
highli	47	42
leak	47	32
motion	47	36
nicaraguan	47	30
overnight	47	44
pac	47	4
particular	47	44
partli	47	37
path	47	33
rape	47	25
ray	47	18
realiz	47	43
regular	47	40
rever	47	39
ring	47	28
scale	47	26
score	47	43
solv	47	39
suburb	47	45
taxpay	47	34
va	47	32
walsh	47	7
warm	47	30
anc	46	14
assum	46	44
birth	46	29
broken	46	42
capabl	46	41
ceausescu	46	5
choo	46	39
dalla	46	34
dri	46	37
enemi	46	35
explod	46	38
fought	46	46
grew	46	38
hail	46	43
howard	46	33
ice	46	22
irish	46	24
michigan	46	37
miner	46	19
minnesota	46	27
ortega	46	17
pace	46	40
prefer	46	40
reportedli	46	43
rifl	46	38
shell	46	23
strategi	46	42
su	46	35
succeed	46	41
tear	46	35
actress	45	24
aliv	45	38
allianc	45	26
baltimor	45	29
bed	45	38
burden	45	36
carter	45	31
chosen	45	37
client	45	37
consist	45	43
controversi	45	34
crack	45	35
disappoint	45	39
display	45	37
gephardt	45	16
hampshir	45	19
hispan	45	13
ireland	45	20
kremlin	45	32
maker	45	35
marri	45	36
municip	45	34
oklahoma	45	30
opec	45	8
p	45	42
pennsylvania	45	37
promin	45	40
royal	45	29
slay	45	33
stone	45	34
surg	45	37
survivor	45	31
thank	45	30
tire	45	36
video	45	27
window	45	36
aquino	44	13
baltic	44	21
borrow	44	32
capac	44	33
champion	44	23
compet	44	41
curfew	44	21
dramat	44	38
